,Congressional Candidate Table 7**,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
548,Florida,17,"STEUBE, GREG",Republican Party,Incumbent,1215947.4,633200.9,258100,0,686941.72,852782.13,0,2022-06-30 00:00:00
549,Florida,17,"KALE, ANDREA DORIA",Democratic Party,Challenger,106880,880,0,106000,10440,96440,106000,2022-06-30 00:00:00
550,Florida,18,"FRANKLIN, SCOTT MR.",Republican Party,Incumbent,783306.53,368430.42,248500,0,334778.73,474008.69,422762.82,2022-06-30 00:00:00
551,Florida,18,"RAYBON, JENNIFER SUSAN",Republican Party,Challenger,59318.59,7676,0,51642.59,33683.96,25634.63,51642.59,2022-06-30 00:00:00
552,Florida,18,"SCHMELING, WENDY JUNE MS.",Republican Party,Challenger,11828.04,828.04,0,11000,10878.9,949.14,13321.15,2022-06-30 00:00:00
553,Florida,18,"SERRATORE, LEONARD LOUIS MR.",Republican Party,Challenger,25803.5,38,0,24765.5,24921.82,881.68,25765.5,2022-06-30 00:00:00
554,Florida,18,"SHEPHERD, GEORGE",Republican Party,Challenger,5698.78,600,0,5088.78,2512.26,434.56,0,2022-03-31 00:00:00
555,Florida,19,"BANYAI, CINDY LYN",Democratic Party,Challenger,53787.26,50287.26,3500,0,54914.94,10192.31,25510.44,2022-03-31 00:00:00
556,Florida,19,"DONALDS, BYRON",Republican Party,Challenger,4521412.82,3767295.5,390150,0,3829800.11,1172506.78,0,2022-06-30 00:00:00
557,Florida,19,"HUFF, JIM",Republican Party,Challenger,16525.7,1400,900,14225.7,12247.49,4278.21,13000,2022-06-30 00:00:00
558,Florida,20,"DOWLING, ELVIN",Democratic Party,Open,82783.23,42213.34,0,40569.89,78323.81,0,0,2022-03-31 00:00:00
559,Florida,20,"HOLNESS, DALE",Democratic Party,Open,1102159.31,1044750.02,15000,40000,867992.13,234467.18,40000,2022-06-30 00:00:00
560,Florida,20,"JACKSON, PHIL",Democratic Party,Open,63965,16240,0,47725,21643.95,42321.05,36900,2021-10-13 00:00:00
561,Florida,20,"SHARIEF, BARBARA",Democratic Party,Open,1014810.02,163660.02,15250,803550,1018968.89,2211.63,803500,2022-03-31 00:00:00
562,Florida,20,"VILME, PRADEL",Democratic Party,Open,52750,1250,0,51500,52750,0,0.05,2022-04-30 00:00:00
563,Florida,20,"CHERFILUS-MCCORMICK, SHEILA",Democratic Party,Incumbent,7182734.4,213518.16,96151.18,6866276.92,5944076.61,1278618.7,4493311.44,2022-06-30 00:00:00
564,Florida,20,"HASTINGS, ALCEE L",Democratic Party,Incumbent,816.18,0,0,0,150681.66,0,0,2022-06-30 00:00:00
565,Florida,20,"CLARK, DREW-MONTEZ DR.",Republican Party,Challenger,102073.74,91830.99,0,9525,74887.38,27186.36,4000,2022-06-30 00:00:00
566,Florida,20,"DEGRAMMONT, VIC",Republican Party,Challenger,26491.72,26491.72,0,0,26462.72,29,0,2022-06-30 00:00:00
567,Florida,20,"DUBOSE, BOBBY B",Democratic Party,Challenger,434582.35,425583.35,8999,0,434582.35,0,0,2022-01-11 00:00:00
568,Florida,20,"HARDY, OMARI",Democratic Party,Challenger,206765.95,201557.55,3260.84,1234.37,206765.95,0,0,2022-01-31 00:00:00
569,Florida,20,"MARINER, JASON",Republican Party,Challenger,127229.1,104029.1,200,0,127101.6,127.5,4211.09,2022-01-31 00:00:00
570,Florida,20,"MUSSELWHITE, GREGORY WAYNE SR.",Republican Party,Challenger,14551,7341,0,7210,15968.64,0,17806.28,2021-12-31 00:00:00
571,Florida,20,"TAYLOR, PRISCILLA ANN",Democratic Party,Challenger,66410.21,40185.21,0,26225,66410.21,0,0,2022-01-31 00:00:00
572,Florida,20,"TER MAAT, MICHAEL",Libertarian Party,Challenger,50469.73,35349.68,498,11420.45,50469.73,0,0,2022-01-31 00:00:00
573,Florida,20,"THURSTON, PERRY",Democratic Party,Challenger,548962.59,300562.59,53900,194500,548962.59,0,0,2022-01-31 00:00:00
574,Florida,21,"MAST, BRIAN",Republican Party,Incumbent,5246061.88,4377037.2,170990.01,0,3529216.87,2711207.2,0,2022-06-30 00:00:00
575,Florida,21,"BALDERRAMOS ROBINSON, CORINNA",Democratic Party,Challenger,30485.13,30235.13,250,0,29995.9,489.23,0,2022-06-30 00:00:00
576,Florida,21,"BUONGIORNO, JEFFREY D",Republican Party,Challenger,533505.63,29007,0,504498.63,225663,307842.63,93389.06,2022-06-30 00:00:00
577,Florida,21,"FEIT, KEITH DR.",Republican Party,Challenger,15651.19,13236.13,0,2348,15651.19,0,0,2021-12-31 00:00:00
578,Florida,21,"MARKS, MARTIN J.",Republican Party,Challenger,240253.59,239253.59,1000,0,170080.77,70172.82,0,2022-06-30 00:00:00
579,Florida,21,"MARTZ, MELISSA",Republican Party,Challenger,321715.2,321162.03,140.95,100,315264.28,6450.92,0,2022-06-30 00:00:00
580,Florida,21,"SKRBIC, LJUBO DR",Republican Party,Challenger,22000,0,0,22000,32469.64,42449.36,10000,2022-06-30 00:00:00
581,Florida,22,"DEUTCH, THEODORE ELIOT*",Democratic Party,Incumbent,431264.08,289708.37,102050,0,642365.1,248715.34,0,2022-06-30 00:00:00
582,Florida,22,"FRANKEL, LOIS J.",Democratic Party,Incumbent,929121.47,607789.92,319550.35,0,408509.95,1712782.93,0,2022-06-30 00:00:00
583,Florida,22,"ADEIMY, DEBORAH",Republican Party,Challenger,154440.47,104516.66,0,48832.99,125497.05,28943.42,10440,2022-06-30 00:00:00
584,Florida,22,"ARIANAS, PETER STEVEN",Republican Party,Challenger,53255.89,21539.2,0,31557.07,51387.98,1867.91,31557.07,2022-06-30 00:00:00
585,Florida,22,"CALABRESE, CURTIS",Democratic Party,Challenger,10021.63,8327.66,0,1693.97,10021.63,0,0,2022-06-05 00:00:00
586,Florida,22,"DORILAS, ROD MR.",Republican Party,Challenger,536372.09,493204.94,17000,9954.41,429099.37,107272.72,65234.11,2022-06-30 00:00:00
587,Florida,22,"FRANZESE, DANIEL JOHN",Republican Party,Challenger,813236.58,107960.05,0,703453.9,314217.98,499018.6,500000,2022-06-30 00:00:00
588,Florida,22,"LAWLOR, CARRIE",Republican Party,Challenger,10108,10098,0,0,14161.46,-2353.94,4466.36,2022-06-30 00:00:00
589,Florida,22,"WHEELEN, WILLIAM",Republican Party,Challenger,37908.73,21554,0,16354.73,37908.73,0,0,2022-06-30 00:00:00
590,Florida,23,"BUDD, JOE",Republican Party,Challenger,103786.46,54286.46,0,49500,83737.65,20048.81,49500,2022-06-30 00:00:00
591,Florida,23,"CHESS, STEVEN",Republican Party,Challenger,82002.83,4685.99,0,76358.18,55267.55,26735.28,96463.83,2022-06-30 00:00:00
592,Florida,23,"HAMILTON, MICHAELANGELO COLLINS",Democratic Party,Challenger,10869.99,129.99,0,10740,10635.42,234.57,10740,2022-06-30 00:00:00
593,Florida,23,"HOLZHAUER, HAVA",Democratic Party,Challenger,169475.98,165975.64,3500,0,99502.3,69973.68,7386.97,2022-06-30 00:00:00
594,Florida,23,"MCLAUGHLIN, CHRISTY",Republican Party,Challenger,25146,25146,0,0,23243.29,1902.71,0,2022-06-30 00:00:00
595,Florida,23,"MOSKOWITZ, JARED",Democratic Party,Challenger,1106029.9,814603.22,35550,255800,489908.83,616121.07,250000,2022-06-30 00:00:00
596,Florida,23,"NAPIER, MARK NOAH",No Party Affiliation,Challenger,19859.82,7642,0,12217.82,19397.64,462.18,0,2022-06-30 00:00:00
597,Florida,23,"PERRONE, MYLES",Republican Party,Challenger,10500,0,0,10500,10440,60,0,2022-06-30 00:00:00
598,Florida,23,"PRUDEN, JAMES L.",Republican Party,Challenger,224133.76,56477.5,0,167656.26,42802.39,181331.37,0,2022-06-30 00:00:00
599,Florida,23,"SCOTT, CHRISTINE",No Party Affiliation,Challenger,32538.32,6047.83,0,26490.49,32538.23,0.09,0,2022-06-30 00:00:00
600,Florida,23,"SORENSEN, BEN",Democratic Party,Challenger,549883,449883,0,0,66652.25,483230.75,100000,2022-06-30 00:00:00
601,Florida,23,"SWAFFAR, DARLENE",Republican Party,Challenger,221994.37,182283.78,0,38862.39,199626.05,18817.13,38862.39,2022-06-30 00:00:00
602,Florida,23,"TROUT, W MICHAEL",Democratic Party,Challenger,11380.52,0,0,11380.52,504.97,10875.55,10440,2022-06-30 00:00:00
603,Florida,24,"WILSON, FREDERICA S.",Democratic Party,Incumbent,413896,193546,220350,0,219625.07,614856.3,15250,2022-06-30 00:00:00
604,Florida,24,"ALMONTE, MELINDA",Republican Party,Challenger,11025,25,0,11000,11025,0,0,2022-06-26 00:00:00
605,Florida,24,"EDMONSON, AUDREY",Democratic Party,Challenger,35385,34885,500,0,9155.82,26229.18,0,2022-06-30 00:00:00
606,Florida,24,"GONZALEZ, PATRICIA",Republican Party,Challenger,0,0,0,0,48.1,0,0,2022-03-31 00:00:00
607,Florida,24,"HARRIS, KEVIN COREY",Democratic Party,Challenger,20891.22,18336.22,0,2555,17970,2921.22,0,2022-06-30 00:00:00
608,Florida,24,"SPICER, LAVERN",Republican Party,Challenger,205850.81,189374.82,0,15504.5,204420.87,1494.08,11253.32,2022-06-30 00:00:00
609,Florida,25,"WASSERMAN SCHULTZ, DEBBIE",Democratic Party,Incumbent,1494748.07,1081127.46,400450,0,1044115.45,1066865.3,0,2022-06-30 00:00:00
610,Florida,25,"AQUINO, DARREN DIONE MR.",Republican Party,Challenger,21205.74,1729.08,0,13172.66,17994.08,26442.76,13036.66,2022-06-30 00:00:00
611,Florida,25,"GENTLE, ADAM",Democratic Party,Challenger,91600.44,91600.44,0,0,91600.44,0,0,2022-03-31 00:00:00
612,Florida,25,"MILLWEE, ROBERT",Democratic Party,Challenger,18907.17,2600,0,16307.17,16601.03,2306.14,14000,2022-06-30 00:00:00
613,Florida,25,"SPALDING, CARLA A",Republican Party,Challenger,1587162.91,1464592.66,230.52,0,1495829.92,107351.22,11677.2,2022-06-30 00:00:00
614,Florida,25,"YOUNG, RUBIN MR.",Republican Party,Challenger,16480.24,16345.51,0,100,16456.05,24.19,904.43,2022-06-30 00:00:00
615,Florida,26,"DIAZ-BALART, MARIO",Republican Party,Incumbent,1262314.51,725114.51,537200,0,549551.76,1646006.54,0,2022-06-30 00:00:00
616,Florida,26,"OLIVO, CHRISTINE ALEXANDRIA",Democratic Party,Challenger,129941.49,105428.6,2000,22512.89,130614.61,-657.34,22200,2022-06-30 00:00:00
617,Florida,26,"SWANSON, RUTH ANN",Republican Party,Challenger,8124.53,5656.56,0,2467.97,4266.52,6808.4,2467.97,2022-03-31 00:00:00
618,Florida,27,"SALAZAR, MARIA ELVIRA",Republican Party,Incumbent,3737799.05,2615335.27,601051.82,0,2350043.89,1409013.36,179959.04,2022-06-30 00:00:00
619,Florida,27,"MONTALVO, ANGEL",Democratic Party,Challenger,26117.22,22117.22,0,0,23665.83,2451.39,0,2022-06-30 00:00:00
620,Florida,27,"PEREZ, JANELLE",Democratic Party,Challenger,224152.2,224152.2,0,0,224152.2,0,0,2021-12-16 00:00:00
621,Florida,27,"POLO, FRANK",Republican Party,Challenger,18552,16028,0,0,14435.58,4616.42,2500,2022-06-30 00:00:00
622,Florida,27,"RUSSELL, KEN",Democratic Party,Challenger,1753432.03,1734673.37,16500,0,1284714.98,468717.05,0,2022-06-30 00:00:00
623,Florida,27,"TADDEO, ANNETTE",Democratic Party,Challenger,457327.4,384327.4,73000,0,30280.84,427046.56,393530,2022-06-30 00:00:00
624,Florida,28,"ASENCIO, ROBERT",Democratic Party,Open,11000,0,0,11000,10440,560,11000,2022-06-30 00:00:00
625,Florida,28,"GIMENEZ, CARLOS",Republican Party,Incumbent,1750636.67,742190.99,566450,0,502838.58,1286968.99,35000,2022-06-30 00:00:00
626,Florida,28,"MARTINEZ GARIN, CARLOS A MR",Republican Party,Challenger,21040,500,0,10100,20930,110,10100,2022-06-30 00:00:00
627,Florida,28,"SCHAFFER, JEREMIAH",Republican Party,Challenger,30515,3415,500,26600,29723.7,791.3,26600,2022-06-30 00:00:00
628,Georgia,01,"CARTER, EARL LEROY",Republican Party,Incumbent,1515223.22,741010.5,734040,0,1300253.02,1920895.54,0,2022-06-30 00:00:00
629,Georgia,01,"GRIGGS, JOYCE MARIE",Democratic Party,Challenger,36206.58,6253.48,0,29775,41090.18,159.24,79967,2022-06-30 00:00:00
630,Georgia,01,"HERRING, WADE WILKES MR. II",Democratic Party,Challenger,884942.88,809647.9,0,68395.65,875871.28,9071.6,15722.47,2022-06-30 00:00:00
631,Georgia,01,"MUNROE, MICHELLE",Democratic Party,Challenger,84178.13,26066,2500,55350,44902.55,39275.58,50000,2022-05-04 00:00:00
632,Georgia,02,"BISHOP, SANFORD",Democratic Party,Incumbent,1938023.78,751231.71,1181750,0,1008597.78,1121953.71,0,2022-06-30 00:00:00
633,Georgia,02,"CHILDS, VIVIAN LOUISE",Republican Party,Challenger,16769.27,10683.12,1000,5086.15,20978.24,308.61,10000,2022-06-30 00:00:00
634,Georgia,02,"HUNT, JEREMY",Republican Party,Challenger,993714.25,877383.55,67000,0,936608.27,57105.98,100209.87,2022-06-30 00:00:00
635,Georgia,02,"JOHNSON, ARTHUR WAYNE",Republican Party,Challenger,591635.7,98135.7,0,493500,584504.61,7131.09,493500,2022-06-30 00:00:00
636,Georgia,02,"O'HARA, JOSEPH",Democratic Party,Challenger,5232.48,0,0,5232.48,5220,12.48,5220,2022-06-30 00:00:00
637,Georgia,02,"ROBERTSON, RICHARD M",Republican Party,Challenger,21878.62,12175,0,9703.62,21878.62,0,8204.8,2022-06-30 00:00:00
638,Georgia,02,"TAYLOR, TRACY",Republican Party,Challenger,1846,1840,0,0,1846,0,0,2021-12-31 00:00:00
639,Georgia,02,"WEST, CHRISTOPHER CHRIS",Republican Party,Challenger,396861.24,318893.5,23500,50000,209563.84,187297.4,50000,2022-06-30 00:00:00
640,Georgia,03,"FERGUSON, ANDERSON DREW IV",Republican Party,Incumbent,2734547.92,619927.61,1543713.61,0,2348488.99,724146.14,0,2022-06-30 00:00:00
641,Georgia,03,"ALMONORD, VALBRUN DR.",Democratic Party,Challenger,45395.83,5275.83,0,40120,10957.83,20242.2,10000,2022-06-30 00:00:00
642,Georgia,03,"CRAIG, JARED",Republican Party,Challenger,39865.79,18994.93,2262.83,18608.03,41213.89,-1648.78,0,2022-05-04 00:00:00
643,Georgia,04,"JOHNSON, HENRY C. 'HANK'",Democratic Party,Incumbent,368335.82,94315.87,274000,0,385260.15,165475.61,6211.2,2022-06-30 00:00:00
644,Georgia,05,"WILLIAMS, NIKEMA NATASSHA",Democratic Party,Incumbent,853271.84,316073.8,473725,0,969103.7,75330.85,0,2022-06-30 00:00:00
645,Georgia,05,"MACBAGITO, CHARLOTTE",Democratic Party,Challenger,8220,0,0,8220,8220,0,8220,2022-03-31 00:00:00
646,Georgia,05,"STOVALL, VALENCIA",Democratic Party,Challenger,10030,4030,0,6000,7322.42,2707.58,6000,2022-06-30 00:00:00
647,Georgia,05,"ZIMM, CHRISTIAN GERARD",Republican Party,Challenger,14708.28,14708.28,0,0,12334.07,2374.21,0,2022-06-30 00:00:00
648,Georgia,06,"CHRISTIAN, ROBERT FRANKLIN MR. III",Democratic Party,Challenger,171206.16,15986.16,0,155220,174002.75,-2796.59,155220,2022-06-30 00:00:00
649,Georgia,06,"EARLS, HAROLD",Republican Party,Challenger,488639.39,425511.87,6250,0,488639.39,0,0,2022-03-31 00:00:00
650,Georgia,06,"EVANS, JAKE",Republican Party,Challenger,1992683.62,1149344.59,28650,809641.03,1992683.62,0,0,2022-06-30 00:00:00
651,Georgia,06,"GATEWOOD, BYRON",Republican Party,Challenger,106651,106651,0,0,106651,0,0,2022-06-15 00:00:00
652,Georgia,06,"HANSON, MEAGAN MYERS",Republican Party,Challenger,539288.66,471895.35,15700,50827.31,517533.22,21755.44,0,2022-06-30 00:00:00
653,Georgia,06,"HARBIN, BLAKE",Republican Party,Challenger,517875.33,17875.33,0,500000,227211.73,290394.32,250000,2022-05-04 00:00:00
654,Georgia,06,"MCCORMICK, RICHARD DEAN DR.",Republican Party,Challenger,3422966.7,2752065.04,245100,404003.4,3252181.41,203737.87,598200,2022-06-30 00:00:00
655,Georgia,06,"REUTER, KIMBERLY ANN CLARK",Democratic Party,Challenger,4506.06,4506.06,0,0,4227.06,279,3403.73,2022-03-31 00:00:00
656,Georgia,06,"SMITH, PAULETTE MISS",Republican Party,Challenger,7009.09,50.45,0,6399.9,2138.89,4885.2,6399.9,2022-06-30 00:00:00
657,Georgia,06,"STAPLES, MARY MALLORY",Republican Party,Challenger,807367.67,543634.08,2000,252782.37,806591.22,776.45,250682.37,2022-06-30 00:00:00
658,Georgia,06,"VOYLES, SUSAN",Republican Party,Challenger,137162.46,130912.46,6250,0,136897.08,265.38,0,2022-06-30 00:00:00
659,Georgia,06,"WELSH, ERIC MICHAEL",Republican Party,Challenger,29594.86,29552,0,0,29594.86,0,0,2021-12-31 00:00:00
660,Georgia,06,"WHITE, WAYNE C",Democratic Party,Challenger,11767.76,5006,0,6761.76,5673.96,6136.7,6761.76,2022-06-03 00:00:00
661,Georgia,06,"YU, EUGENE",Republican Party,Challenger,54550.1,13550.1,0,41000,70672.38,-22666.62,60650,2022-06-30 00:00:00
662,Georgia,07,"WEST, MARY",Republican Party,Open,94060.93,47964.8,1500,44596.13,82610.92,4767.01,0,2022-06-30 00:00:00
663,Georgia,07,"BOURDEAUX, CAROLYN",Democratic Party,Incumbent,3264791.79,2945509.87,291501,0,3326572.16,52167.41,0,2022-06-30 00:00:00
664,Georgia,07,"MCBATH, LUCIA KAY MS.",Democratic Party,Incumbent,4881809.98,4205942.14,498089.64,0,4276663.12,745075.88,0,2022-06-30 00:00:00
665,Georgia,07,"BABBAGE, LISA NOEL DR.",Republican Party,Challenger,5650,5650,0,0,350,7400,0,2022-06-30 00:00:00
666,Georgia,07,"CORBIN, MICHAEL",Republican Party,Challenger,19797.34,12720,0,4977.34,16986.08,2911.26,100,2022-06-30 00:00:00
667,Georgia,07,"DESVIGNES, ELFREDA",Republican Party,Challenger,6132.81,2466.14,240,236.73,11877.43,27.86,0,2022-03-31 00:00:00
668,Georgia,07,"GEORGE, YAHANSEH YG NYGHTSTORM",Republican Party,Challenger,64357.92,64357.92,0,0,62983.47,1374.45,0,2022-06-30 00:00:00
669,Georgia,07,"GONSALVES, MARK",Republican Party,Challenger,329891.8,128699.9,1191.9,200000,98469.75,231422.05,200000,2022-06-30 00:00:00
670,Georgia,07,"MCCOY, LISA",Republican Party,Challenger,9737.13,875,0,8862.13,10283.73,-67.65,0,2022-06-30 00:00:00
671,Georgia,07,"MCLEOD, DONNA THERESA MS.",Democratic Party,Challenger,69565.54,69065.54,0,0,59941,9624.54,500,2022-06-30 00:00:00
672,Georgia,08,"SCOTT, JAMES AUSTIN",Republican Party,Incumbent,604873.22,210532.22,393100,0,446777.62,824625.74,0,2022-06-30 00:00:00
673,Georgia,08,"BUTLER, DARRIUS MAURICE",Democratic Party,Challenger,22543.42,16543.42,0,6000,4204.56,21180.65,6000,2022-06-30 00:00:00
674,Georgia,08,"COOPER, JAMES L III",Green Party,Challenger,675,395,0,280,672.62,17.35,1230,2022-06-30 00:00:00
675,Georgia,08,"MOSLEY, MARK",Libertarian Party,Challenger,344.17,0,0,123.16,123.16,221.01,0,2022-06-30 00:00:00
676,Georgia,09,"CLYDE, ANDREW",Republican Party,Incumbent,569774.8,419845.79,84000,60000,534281.62,43601.66,890000,2022-06-30 00:00:00
677,Georgia,09,"FORD, MICHAEL C. MR.",Democratic Party,Challenger,23758.76,16313.76,1200,5000,12397.99,11360.77,6000,2022-06-30 00:00:00
678,Georgia,09,"HOWARD, JON GREGORY",Republican Party,Challenger,9729.3,729.3,0,9000,7065.52,2663.78,9000,2022-06-30 00:00:00
679,Georgia,09,"SOUTHER, BENJAMIN ODUM",Republican Party,Challenger,97571.7,88515.22,0,8855,97571.7,0,0,2022-06-30 00:00:00
680,Georgia,10,"ALVEY, ANDREW",Republican Party,Open,2173.36,2123.36,0,50,2173.74,-546.48,0,2022-04-18 00:00:00
681,Georgia,10,"BARR, TIMOTHY",Republican Party,Open,664954.23,603834.62,39900,21144.6,662034.92,2919.31,81168.77,2022-06-30 00:00:00
682,Georgia,10,"COLLINS, MICHAEL A JR",Republican Party,Open,1232153.18,671153.18,30000,531000,1081349.12,150804.06,286941.43,2022-06-30 00:00:00
683,Georgia,10,"CURRY, DAVID",Republican Party,Open,709674,293174,1500,415000,709674,0,0,2022-06-30 00:00:00
684,Georgia,10,"FORE, JESSICA ALLISON",Democratic Party,Open,14649,14649,0,0,6220,8429,0,2022-06-01 00:00:00
685,Georgia,10,"HATCHER, PHYLLIS D",Democratic Party,Open,35018.24,32510.24,0,2008,35361.62,-343.38,0,2022-06-30 00:00:00
686,Georgia,10,"HEUSSNER, TODD",Republican Party,Open,16645,14145,2500,0,16645,0,0,2021-09-30 00:00:00
687,Georgia,10,"JONES, VERNON",Republican Party,Open,531977.67,523514.07,8250,0,522791.75,9185.92,0,2022-06-30 00:00:00
688,Georgia,10,"MCMAIN, MARC",Republican Party,Open,667444.2,279048,0,388396.2,667444.2,0,0,2022-06-30 00:00:00
689,Georgia,10,"RICHARDS, MATT",Republican Party,Open,327600,22600,0,305000,326790.94,809.06,309666.93,2022-03-31 00:00:00
690,Georgia,10,"SIMS, ALAN",Republican Party,Open,703809.37,252508.43,4000,446302.38,690814.38,12994.99,445500,2022-06-30 00:00:00
691,Georgia,10,"SWAN, MITCHELL",Republican Party,Open,301988,232288,3100,66600,301988,0,0,2022-06-30 00:00:00
692,Georgia,10,"WITT, PATRICK J",Republican Party,Open,553643.1,293954.1,18000,239297,553643.1,0,0,2022-06-03 00:00:00
693,Georgia,10,"HICE, JODY*",Republican Party,Incumbent,26420,19420,5000,0,193892.68,82443.51,0,2022-06-30 00:00:00
694,Georgia,10,"BROUN, PAUL",Republican Party,Challenger,528644.16,501737.28,26800,100,522333.9,7659.28,103976.14,2022-06-30 00:00:00
695,Georgia,10,"JOHNSON-GREEN, TABITHA",Democratic Party,Challenger,25325.63,9061.76,15413.17,400,24611.66,713.97,400,2022-06-30 00:00:00
696,Georgia,11,"LOUDERMILK, BARRY",Republican Party,Incumbent,567921.53,228970.85,321540,0,426949.24,513803.88,0,2022-06-30 00:00:00
697,Georgia,11,"CANNON, BEAU ALEXANDER RYAN MR",Democratic Party,Challenger,1773,523,0,1000,1630.85,142.15,1250,2021-06-30 00:00:00
698,Georgia,11,"DAVIS, ANGELA GRACE",Independent,Challenger,738.17,393.25,0,344.92,738.17,0,0,2022-04-15 00:00:00
699,Georgia,11,"DAZA-FERNANDEZ, ANTONIO MIGUEL",Democratic Party,Challenger,77407.31,64837.31,500,12000,65111.13,12296.18,12000,2022-06-30 00:00:00
700,Georgia,11,"KILPATRICK, HEATHER",Democratic Party,Challenger,40765.62,37396.12,0,3234.75,35315.9,5449.72,3234.75,2021-09-30 00:00:00
701,Georgia,12,"ALLEN, RICHARD W",Republican Party,Incumbent,731190.39,492790.39,238400,0,323752.08,1054347.69,1125000,2022-06-30 00:00:00
702,Georgia,12,"JOHNSON, ELIZABETH",Democratic Party,Challenger,160673.64,155821.34,3500,350,155787.13,4886.51,350,2022-06-30 00:00:00
703,Georgia,13,"SCOTT, DAVID ALBERT",Democratic Party,Incumbent,1670785.27,259931.01,1410100,250,1460069.42,672364.33,34501.4,2022-06-30 00:00:00
704,Georgia,13,"BAKER, MARK",Democratic Party,Challenger,122085,15085,0,107000,118574.16,4142.84,107000,2022-06-30 00:00:00
705,Georgia,13,"COWEN, MARTIN LINDSEY MR. III",Libertarian Party,Challenger,2789.31,0,0,2787.27,2868.83,0,0,2022-01-19 00:00:00
706,Georgia,13,"FORT, VINCENT",Democratic Party,Challenger,86927.71,74527.71,5550,0,66208.81,20718.9,3416.66,2022-05-04 00:00:00
707,Georgia,13,"GONZALES, CAESAR",Republican Party,Challenger,8839.2,6839.2,0,2000,8214.96,703.39,2524.31,2022-05-04 00:00:00
708,Georgia,13,"HAWKINS, DOMINIKA",Republican Party,Challenger,5520,300,0,5220,5520,0,0,2022-03-31 00:00:00
709,Georgia,13,"PLOTKY, CALINA",Republican Party,Challenger,19934,15934,0,4000,8592.66,11341.34,4000,2022-06-30 00:00:00
710,Georgia,14,"GREENE, MARJORIE TAYLOR MRS.",Republican Party,Incumbent,10246640.53,10000351.84,39500,0,7973846.72,2644324.98,950000,2022-06-30 00:00:00
711,Georgia,14,"CLAY, MARK DANIEL",Republican Party,Challenger,6000,6000,0,0,6000,0,0,2022-01-30 00:00:00
712,Georgia,14,"CONNER, LATEEFAH B.",Democratic Party,Challenger,109444.67,49092.16,0,60352.51,98223.59,0,11063.89,2022-03-31 00:00:00
713,Georgia,14,"CUNNINGHAM, ERIC B",Republican Party,Challenger,1656.04,1656.04,0,0,2261.94,2351.66,3909.79,2022-05-04 00:00:00
714,Georgia,14,"DAVIS, WENDY",Democratic Party,Challenger,524060.17,497550.04,21500,4985.13,524060.17,0,0,2022-06-30 00:00:00
715,Georgia,14,"FLOWERS, MARCUS",Democratic Party,Challenger,10762237.53,10716129.11,19535,18100,9890244.75,871992.78,0,2022-06-30 00:00:00
716,Georgia,14,"HAYGOOD, WALTER JAMES",Republican Party,Challenger,15158.9,3110,0,12048.9,14484.35,674.55,12048.9,2022-06-30 00:00:00
717,Georgia,14,"LUTIN, CHARLES DAVID DOCTOR",Republican Party,Challenger,26717.28,20592.28,0,6125,26717.28,0,0,2022-06-30 00:00:00
718,Georgia,14,"MCCORMACK, HOLLY",Democratic Party,Challenger,1893032.74,1889937.75,1000,0,1874401.17,18631.57,78558.53,2022-06-30 00:00:00
719,Georgia,14,"PENCE, ANGELA",Libertarian Party,Challenger,6859.79,4513.96,0,0,4410.58,2125.59,0,2022-03-31 00:00:00
720,Georgia,14,"STRAHAN, JENNIFER",Republican Party,Challenger,434993.49,363093.49,69000,2900,402733.02,32260.47,0,2022-06-30 00:00:00
721,Georgia,14,"SYNSTELIEN, SETH",Republican Party,Challenger,11345.48,4907.76,0,6437.72,11265.12,80.36,6252.72,2022-06-30 00:00:00
722,Guam,00,"SAN NICOLAS, MICHAEL F.Q. MR.",Democratic Party,Incumbent,14525,11550,2975,0,19171.55,16217.78,14303.57,2022-06-30 00:00:00
723,Guam,00,"MOYLAN, JAMES C.",Republican Party,Challenger,54174.62,54074.62,0,100,33811.25,20363.37,0,2022-06-30 00:00:00
724,Guam,00,"NELSON, TELENA C.",Democratic Party,Challenger,16245,16245,0,0,16021.84,223.16,0,2022-06-30 00:00:00
725,Guam,00,"PAT, JUDITH T WON",Democratic Party,Challenger,50874.55,35447.05,0,15000,19720.25,31154.3,15000,2022-06-30 00:00:00
726,Hawaii,01,"CASE, EDWARD",Democratic Party,Incumbent,831317.7,416167.7,415150,0,473740.06,474278.97,0,2022-06-30 00:00:00
727,Hawaii,01,"ALCUBILLA, SERGIO JOSEPHUS MR. III",Democratic Party,Challenger,107257.26,107081.26,0,0,101128.64,6128.62,0,2022-06-30 00:00:00
728,Hawaii,01,"KRESS, CONRAD",Republican Party,Challenger,43614.88,41050.62,0,2559.26,25950.48,17664.4,2546.05,2022-06-30 00:00:00
729,Hawaii,02,"BRANCO, PATRICK PIHANA",Democratic Party,Open,127093.1,92672.51,32500,1920.59,44612.45,82480.65,0,2022-06-30 00:00:00
730,Hawaii,02,"TOKUDA, JILL NAOMI",Democratic Party,Open,440830.83,378830.83,32000,25000,170915.21,269915.62,25000,2022-06-30 00:00:00
